student_id,date,program,location,score_reading,score_writing,score_mathNoCalc,score_mathCalc
154399,10/08/2016,intake,NA,654,34,254,551
154399,30/08/2016,skills,center,665,36,266,573
154402,02/12/2017,intake,NA,668,56,458,600
154402,21/12/2017,tutoring,center,698,58,476,619
154402,14/01/2018,tutoring,center,759,63,515,655
154402,10/03/2018,refresh,center,760,63,526,669
154408,06/11/2018,intake,NA,555,58,632,392
154408,26/11/2018,skills,center,564,60,663,404
154413,21/01/2016,intake,NA,578,24,420,675
154413,01/03/2016,skills,center,598,25,434,703
154413,19/03/2016,tutoring,center,629,25,452,731
154413,03/04/2016,skills,center,674,27,483,775
154424,28/05/2018,intake,NA,506,74,459,541
154424,15/06/2018,skills,center,513,76,470,563
154432,10/01/2016,intake,NA,716,55,663,474
154432,06/02/2016,skills,center,725,57,690,486
154432,07/03/2016,skills,center,748,60,727,515
154432,29/03/2016,tutoring,center,761,61,767,535
154432,03/05/2016,refresh,online,773,62,787,553
154434,11/08/2017,intake,NA,401,70,655,750
154434,03/09/2017,tutoring,center,414,74,680,782
154435,10/10/2018,intake,NA,571,67,693,566
154435,04/11/2018,tutoring,center,604,71,764,618
154435,22/11/2018,skills,center,619,73,796,623
154436,27/06/2017,intake,NA,399,74,487,671
154436,19/07/2017,skills,center,407,76,496,686
154438,07/03/2018,intake,NA,629,64,597,682
154438,13/03/2018,skills,center,633,65,617,701
154452,02/12/2016,intake,NA,620,54,623,656
154452,28/12/2016,skills,center,642,56,653,679
154454,18/11/2018,intake,NA,722,34,429,676
154454,05/12/2018,skills,center,745,35,440,685
154454,22/01/2019,skills,center,782,36,456,700
154454,12/03/2019,skills,center,773,36,461,717
154458,13/01/2017,intake,NA,613,47,673,373
154458,01/02/2017,skills,center,637,50,705,387
154458,05/03/2017,skills,center,657,53,741,403
154458,18/05/2017,tutoring,center,680,55,792,414
154459,30/08/2016,intake,NA,522,63,310,629
154459,11/09/2016,skills,center,530,64,321,662
154459,28/09/2016,refresh,online,543,64,332,667
154459,11/11/2016,refresh,online,548,65,335,674
154460,10/01/2018,intake,NA,590,52,522,382
154460,05/02/2018,skills,center,593,54,526,393
154463,24/08/2017,intake,NA,651,68,354,590
154463,11/09/2017,skills,center,658,70,363,615
154463,27/09/2017,skills,center,685,74,383,644
154473,27/04/2016,intake,NA,613,79,506,736
154473,10/05/2016,refresh,online,620,79,503,724
154473,18/06/2016,refresh,online,633,79,502,734
154473,14/07/2016,skills,center,651,83,523,749
154473,02/09/2016,tutoring,center,663,86,543,782
154488,14/10/2018,intake,NA,565,47,392,641
154488,27/10/2018,skills,center,567,47,407,663
154488,28/11/2018,tutoring,online,596,51,451,697
154504,31/05/2017,intake,NA,679,40,322,519
154504,18/06/2017,skills,center,700,41,335,538
154504,10/07/2017,skills,center,715,43,358,564
154507,14/05/2018,intake,NA,498,49,645,663
154507,30/05/2018,skills,center,513,51,676,685
154507,04/07/2018,tutoring,center,550,55,733,751
154507,06/09/2018,skills,center,581,58,781,791
154516,07/06/2016,intake,NA,406,60,308,724
154516,19/06/2016,tutoring,center,418,63,325,765
154516,01/07/2016,skills,center,431,65,340,783
154520,31/08/2016,intake,NA,432,60,638,239
154520,19/09/2016,refresh,online,433,61,654,241
154520,30/09/2016,skills,center,439,63,676,249
154520,29/10/2016,skills,center,452,65,700,259
154546,21/03/2016,intake,NA,623,57,700,466
154546,11/04/2016,skills,center,635,58,721,485
154546,24/05/2016,skills,center,656,60,755,496
154546,15/06/2016,tutoring,center,671,61,780,509
154546,04/07/2016,refresh,online,690,63,799,522
154551,16/04/2017,intake,NA,441,26,733,472
154551,18/05/2017,skills,center,447,27,746,481
154551,23/06/2017,skills,center,469,28,791,509
154571,06/04/2017,intake,NA,676,67,722,609
154571,06/05/2017,skills,center,692,68,738,629
154571,23/05/2017,refresh,online,695,69,752,639
154571,29/05/2017,refresh,online,675,70,774,657
154577,13/01/2018,intake,NA,520,23,653,617
154577,05/02/2018,skills,center,530,23,670,619
154578,17/03/2018,intake,NA,480,51,379,556
154578,12/04/2018,skills,center,489,52,395,573
154583,18/06/2017,intake,NA,563,43,548,617
154583,13/07/2017,skills,center,576,44,556,633
154583,26/08/2017,skills,center,593,45,588,658
154584,08/01/2016,intake,NA,686,72,491,522
154584,26/01/2016,skills,center,690,75,510,533
154584,03/03/2016,tutoring,center,713,78,532,546
154584,11/03/2016,tutoring,center,725,80,561,572
154584,20/04/2016,tutoring,center,737,84,578,585
154590,23/08/2018,intake,NA,516,69,303,496
154590,16/09/2018,skills,center,524,71,320,502
154590,22/10/2018,skills,center,553,73,335,528
154593,09/07/2017,intake,NA,575,42,451,706
154593,07/08/2017,skills,center,589,43,473,726
154593,10/09/2017,tutoring,center,607,44,490,758
154594,06/07/2018,intake,NA,518,54,263,670
154594,31/07/2018,tutoring,center,551,57,283,715
154594,20/08/2018,skills,center,558,58,295,729
154598,21/06/2018,intake,NA,558,43,293,566
154598,02/07/2018,skills,center,565,44,307,587
154598,27/07/2018,tutoring,center,608,48,334,627
154601,12/08/2018,intake,NA,726,59,430,546
154601,06/09/2018,skills,center,746,61,449,569
154601,06/10/2018,skills,center,782,64,477,591
154608,26/06/2018,intake,NA,509,41,201,501
154608,26/07/2018,skills,center,520,42,210,522
154619,04/08/2016,intake,NA,585,38,689,672
154619,15/08/2016,skills,center,595,38,709,681
154621,06/06/2018,intake,NA,676,55,386,635
154621,18/06/2018,skills,center,693,57,401,655
154621,04/07/2018,skills,center,715,58,427,689
154621,26/07/2018,tutoring,online,755,61,473,722
154623,07/06/2018,intake,NA,566,56,486,367
154623,17/06/2018,skills,center,588,58,503,366
154623,30/06/2018,skills,center,612,61,529,380
154623,11/08/2018,skills,center,618,60,532,373
154623,02/10/2018,refresh,center,613,61,535,376
154626,02/08/2017,intake,NA,531,43,424,280
154626,27/08/2017,skills,center,550,44,443,286
154626,27/09/2017,skills,center,567,46,466,301
154626,15/10/2017,tutoring,center,573,46,495,312
154626,15/12/2017,refresh,online,593,47,505,318
154629,10/05/2017,intake,NA,657,35,751,592
154629,30/05/2017,refresh,online,656,35,765,609
154629,22/06/2017,skills,center,679,36,798,641
154634,02/04/2016,intake,NA,577,44,415,633
154634,26/04/2016,tutoring,center,588,45,433,659
154634,31/05/2016,tutoring,center,608,47,450,684
154634,04/06/2016,refresh,online,618,48,451,683
154635,09/01/2016,intake,NA,589,40,400,543
154635,02/02/2016,skills,center,604,41,413,564
154635,23/02/2016,tutoring,center,625,43,438,575
154649,02/12/2016,intake,NA,633,36,471,673
154649,30/12/2016,skills,center,648,37,489,671
154664,30/10/2018,intake,NA,596,49,584,452
154664,02/12/2018,tutoring,center,628,52,642,494
154664,09/12/2018,tutoring,online,656,56,714,518
154691,01/04/2017,intake,NA,497,46,511,465
154691,20/04/2017,tutoring,center,508,47,535,484
154694,08/04/2017,intake,NA,782,65,678,545
154694,20/04/2017,skills,center,782,68,702,567
154695,27/06/2017,intake,NA,596,43,537,624
154695,20/07/2017,skills,center,608,44,551,636
154695,29/08/2017,skills,center,639,45,576,659
154697,08/10/2017,intake,NA,632,67,405,740
154697,30/10/2017,skills,center,646,68,420,762
154700,01/03/2017,intake,NA,676,70,290,641
154700,22/03/2017,tutoring,center,682,72,302,665
154704,10/10/2016,intake,NA,671,25,420,305
154704,15/10/2016,refresh,center,669,25,420,307
154704,11/11/2016,skills,center,679,25,429,316
154704,21/12/2016,skills,center,702,25,445,328
154714,27/07/2017,intake,NA,655,56,459,516
154714,15/08/2017,skills,center,671,56,472,533
154714,04/10/2017,tutoring,center,676,58,491,547
154716,13/07/2016,intake,NA,478,23,558,603
154716,19/07/2016,skills,center,481,24,575,613
154716,08/08/2016,tutoring,center,496,25,603,634
154716,24/09/2016,skills,center,510,25,631,661
154716,20/11/2016,refresh,online,530,26,657,660
154729,06/11/2018,intake,NA,600,27,376,114
154729,30/11/2018,skills,center,612,28,394,117
154729,20/12/2018,tutoring,online,635,29,444,124
154729,10/01/2019,tutoring,online,660,31,484,132
154734,29/10/2017,intake,NA,479,33,468,645
154734,22/11/2017,skills,center,490,34,486,649
154744,21/07/2016,intake,NA,479,51,430,382
154744,15/08/2016,refresh,center,490,51,433,387
154744,08/09/2016,tutoring,center,503,53,443,399
154744,05/11/2016,skills,center,513,54,460,412
154745,10/03/2017,intake,NA,595,29,384,556
154745,24/03/2017,skills,center,606,29,394,578
154745,31/03/2017,refresh,online,612,29,398,589
154745,02/05/2017,skills,center,632,30,426,601
154751,09/09/2017,intake,NA,634,46,280,621
154751,27/09/2017,skills,center,638,47,291,636
154751,03/11/2017,skills,center,656,49,310,672
154757,21/01/2018,intake,NA,597,45,649,605
154757,08/02/2018,skills,center,624,47,670,616
154757,05/03/2018,refresh,online,626,48,675,629
154759,15/09/2018,intake,NA,382,19,552,529
154759,01/10/2018,skills,center,389,20,572,546
154759,23/10/2018,skills,center,404,21,596,572
154759,10/11/2018,skills,center,409,21,603,564
154764,23/09/2016,intake,NA,443,61,456,589
154764,14/10/2016,skills,center,459,63,482,608
154767,09/07/2018,intake,NA,630,36,721,624
154767,19/07/2018,tutoring,center,666,39,793,679
154768,17/02/2016,intake,NA,655,40,609,427
154768,09/03/2016,skills,center,679,41,635,439
154768,13/04/2016,skills,center,694,43,665,454
154771,28/10/2017,intake,NA,633,45,517,536
154771,09/11/2017,skills,center,645,46,529,535
154792,03/01/2018,intake,NA,764,57,657,562
154792,22/01/2018,skills,center,771,58,679,577
154793,26/03/2016,intake,NA,592,21,457,611
154793,13/04/2016,tutoring,center,620,22,481,639
154793,06/05/2016,refresh,online,641,22,494,656
154802,19/05/2016,intake,NA,757,37,403,344
154802,19/06/2016,skills,center,779,38,418,358
154813,05/03/2017,intake,NA,431,55,525,394
154813,25/03/2017,tutoring,center,450,58,546,411
154813,24/04/2017,refresh,center,455,58,561,415
154817,18/06/2017,intake,NA,627,14,338,594
154817,01/07/2017,skills,center,624,14,348,605
154817,20/07/2017,refresh,center,634,14,352,605
154837,20/02/2018,intake,NA,732,31,596,486
154837,28/03/2018,skills,center,749,32,629,503
154837,06/05/2018,refresh,center,754,32,639,502
154837,08/06/2018,skills,center,796,34,679,533
154838,19/10/2018,intake,NA,507,33,345,495
154838,05/11/2018,refresh,online,504,34,346,503
154838,23/11/2018,tutoring,center,530,36,374,547
154838,13/12/2018,skills,center,543,37,387,565
154838,26/01/2019,tutoring,center,586,40,412,611
154843,17/12/2016,intake,NA,551,39,394,525
154843,30/12/2016,tutoring,center,567,40,407,539
154843,08/01/2017,refresh,online,570,39,411,545
154843,14/02/2017,skills,center,584,40,419,562
154844,10/09/2017,intake,NA,602,65,239,612
154844,03/10/2017,skills,center,620,66,248,627
154844,31/10/2017,refresh,center,611,67,247,635
154844,22/12/2017,refresh,center,614,66,248,642
154847,26/11/2017,intake,NA,687,53,205,662
154847,26/11/2017,skills,center,705,55,212,676
154847,20/12/2017,refresh,online,724,57,218,687
154848,24/12/2016,intake,NA,617,37,582,484
154848,20/01/2017,refresh,online,627,37,592,483
154848,01/02/2017,tutoring,center,642,38,614,489
154850,07/07/2017,intake,NA,447,58,616,375
154850,23/07/2017,skills,center,474,60,654,387
154850,02/09/2017,skills,center,493,64,694,407
154850,19/10/2017,skills,center,502,66,704,415
154856,06/07/2018,intake,NA,505,39,710,712
154856,02/08/2018,skills,center,515,40,716,734
154857,17/03/2017,intake,NA,536,35,366,544
154857,06/04/2017,skills,center,542,36,379,548
154857,04/05/2017,skills,center,558,38,405,560
154862,31/08/2016,intake,NA,575,56,420,448
154862,02/10/2016,skills,center,587,57,442,464
154862,16/10/2016,tutoring,center,616,58,465,491
154862,16/11/2016,skills,center,648,61,496,505
154862,27/11/2016,tutoring,center,671,63,534,522
154864,14/08/2017,intake,NA,653,23,199,561
154864,25/08/2017,skills,center,671,24,208,581
154864,29/08/2017,skills,center,696,25,217,610
154865,21/03/2016,intake,NA,513,48,675,512
154865,10/04/2016,skills,center,529,49,698,516
154880,15/07/2016,intake,NA,565,55,577,533
154880,04/08/2016,refresh,online,579,55,577,533
154882,31/05/2018,intake,NA,617,31,308,769
154882,21/06/2018,skills,center,634,32,315,795
154888,06/05/2017,intake,NA,621,40,239,413
154888,02/06/2017,skills,center,652,42,248,432
154888,01/07/2017,skills,center,670,45,264,460
154896,16/06/2016,intake,NA,680,70,361,615
154896,16/07/2016,refresh,online,680,68,352,607
154896,01/08/2016,skills,center,691,72,372,618
154899,26/05/2018,intake,NA,653,55,424,690
154899,09/06/2018,skills,center,677,57,446,713
154901,26/05/2016,intake,NA,640,54,334,616
154901,12/06/2016,skills,center,661,55,351,640
154904,29/10/2018,intake,NA,543,36,703,606
154904,29/11/2018,tutoring,online,573,38,741,625
154905,06/09/2017,intake,NA,757,65,399,627
154905,07/10/2017,skills,center,756,66,414,642
154906,28/11/2016,intake,NA,471,57,655,518
154906,15/12/2016,skills,center,485,59,684,525
154906,27/01/2017,skills,center,501,61,708,540
154909,24/05/2016,intake,NA,521,36,263,727
154909,03/06/2016,skills,center,531,37,270,751
154909,26/06/2016,refresh,online,536,38,274,764
154914,13/12/2016,intake,NA,598,46,419,576
154914,09/01/2017,skills,center,614,46,439,595
154914,05/02/2017,skills,center,642,49,466,634
154918,12/05/2016,intake,NA,607,64,541,732
154918,11/06/2016,tutoring,center,623,68,555,746
154932,04/09/2017,intake,NA,553,80,323,558
154932,23/09/2017,tutoring,center,568,82,340,585
154932,06/11/2017,tutoring,center,589,85,352,602
154932,07/12/2017,skills,center,594,86,362,611
154934,27/10/2018,intake,NA,674,24,710,501
154934,13/11/2018,skills,center,698,25,741,518
154942,11/07/2016,intake,NA,631,64,445,556
154942,08/08/2016,skills,center,646,66,460,567
154945,26/01/2017,intake,NA,669,56,646,274
154945,19/02/2017,tutoring,center,686,58,684,285
154957,13/08/2016,intake,NA,606,29,316,489
154957,06/09/2016,skills,center,622,29,326,506
154958,30/12/2017,intake,NA,521,65,656,410
154958,31/01/2018,tutoring,online,539,68,687,428
154964,28/10/2017,intake,NA,456,50,609,674
154964,18/11/2017,tutoring,center,474,52,652,694
154964,23/11/2017,skills,center,486,54,672,717
154968,05/02/2017,intake,NA,553,51,612,740
154968,21/02/2017,refresh,center,558,52,615,738
154973,27/10/2018,intake,NA,624,49,469,424
154973,25/11/2018,tutoring,online,649,52,501,450
154973,03/01/2019,tutoring,online,675,54,559,475
154985,05/07/2018,intake,NA,556,60,595,734
154985,25/07/2018,skills,center,568,63,617,755
154991,25/02/2017,intake,NA,564,27,226,555
154991,24/03/2017,tutoring,center,583,28,235,567
154991,02/05/2017,refresh,online,584,28,241,571
155000,12/04/2018,intake,NA,514,67,170,581
155000,19/04/2018,skills,center,526,69,176,606
155000,06/05/2018,skills,center,549,72,187,637
155000,14/06/2018,tutoring,center,586,76,202,684
155004,26/02/2016,intake,NA,567,49,653,584
155004,14/03/2016,skills,center,583,50,674,597
155017,22/10/2016,intake,NA,632,43,598,252
155017,15/11/2016,skills,center,651,45,619,260
155017,04/12/2016,skills,center,677,47,654,273
155018,18/06/2016,intake,NA,518,37,732,595
155018,18/07/2016,skills,center,533,38,752,613
155018,11/08/2016,tutoring,center,562,40,789,636
155019,26/11/2018,intake,NA,524,84,481,544
155019,16/12/2018,skills,center,541,88,519,562
155021,01/02/2017,intake,NA,540,70,200,628
155021,18/02/2017,skills,center,549,71,208,647
155021,01/03/2017,refresh,online,550,71,214,658
155026,26/06/2016,intake,NA,607,40,491,701
155026,02/08/2016,skills,center,616,40,506,714
155028,13/10/2016,intake,NA,586,59,715,467
155028,02/11/2016,tutoring,center,600,61,754,480
155028,21/11/2016,skills,center,615,63,780,488
155031,28/02/2016,intake,NA,574,52,538,598
155031,17/03/2016,skills,center,587,53,551,604
155031,27/04/2016,tutoring,center,612,54,563,626
155032,24/07/2016,intake,NA,606,34,155,431
155032,14/08/2016,skills,center,619,34,162,444
155034,25/02/2018,intake,NA,645,33,567,667
155034,25/03/2018,skills,center,653,34,571,696
155036,24/01/2018,intake,NA,746,51,428,467
155036,06/02/2018,skills,center,764,52,444,484
155048,07/04/2016,intake,NA,614,55,377,709
155048,20/04/2016,skills,center,617,57,392,716
155048,08/05/2016,skills,center,658,60,418,738
155048,10/05/2016,refresh,online,675,60,434,735
155052,15/03/2018,intake,NA,561,30,398,664
155052,06/04/2018,skills,center,565,30,416,682
155052,22/04/2018,skills,center,584,32,436,707
155052,10/05/2018,refresh,online,584,32,452,719
155066,23/03/2016,intake,NA,504,44,345,436
155066,18/04/2016,skills,center,513,45,352,451
155069,13/02/2016,intake,NA,570,40,272,695
155069,06/03/2016,skills,center,589,41,285,714
155071,15/08/2018,intake,NA,620,31,486,504
155071,28/08/2018,refresh,online,623,31,498,502
155071,07/10/2018,skills,center,628,32,514,514
155071,05/12/2018,tutoring,center,669,34,557,558
155071,26/01/2019,tutoring,center,707,37,606,597
155072,07/10/2016,intake,NA,544,41,638,600
155072,24/10/2016,skills,center,558,42,662,611
155072,19/11/2016,skills,center,583,44,700,645
155072,08/01/2017,refresh,center,579,44,715,653
155072,22/01/2017,refresh,online,602,45,734,660
155078,25/03/2016,intake,NA,582,25,740,688
155078,09/04/2016,skills,center,599,26,759,692
155081,26/10/2016,intake,NA,677,53,582,592
155081,14/11/2016,refresh,online,670,53,586,603
155081,18/12/2016,skills,center,669,55,615,624
155081,23/01/2017,tutoring,center,679,55,645,642
155081,06/02/2017,tutoring,center,687,55,673,655
155088,09/01/2016,intake,NA,539,77,380,68
155088,14/02/2016,skills,center,544,78,390,71
155088,21/03/2016,skills,center,565,81,406,75
155088,13/06/2016,skills,center,562,81,403,75
155105,19/11/2018,intake,NA,540,40,361,291
155105,10/12/2018,skills,center,548,40,379,302
155108,14/11/2016,intake,NA,504,46,557,575
155108,13/12/2016,tutoring,center,518,48,592,594
155120,01/10/2016,intake,NA,566,40,301,628
155120,31/10/2016,skills,center,580,41,310,647
155120,29/11/2016,tutoring,center,599,41,325,666
155141,14/03/2017,intake,NA,620,71,246,656
155141,31/03/2017,skills,center,634,74,255,678
155145,17/07/2018,intake,NA,700,37,661,394
155145,30/07/2018,skills,center,712,37,690,404
155148,25/02/2017,intake,NA,649,49,428,400
155148,18/03/2017,tutoring,center,683,51,442,405
155148,10/04/2017,tutoring,center,705,53,466,418
155151,30/11/2017,intake,NA,600,46,532,292
155151,31/12/2017,skills,center,619,48,561,309
155151,04/02/2018,refresh,online,637,49,572,313
155153,04/07/2017,intake,NA,733,36,356,355
155153,20/07/2017,tutoring,center,757,37,376,374
155167,25/04/2017,intake,NA,634,41,439,692
155167,25/05/2017,skills,center,641,42,456,693
155167,07/07/2017,refresh,online,640,43,462,696
155167,10/08/2017,refresh,online,637,43,476,709
155171,13/05/2016,intake,NA,773,57,446,572
155171,27/05/2016,skills,center,782,59,454,592
155171,18/06/2016,refresh,online,778,61,469,604
155171,21/07/2016,tutoring,center,799,63,491,620
155174,14/10/2016,intake,NA,714,23,477,519
155174,13/11/2016,refresh,center,724,23,476,523
155174,11/12/2016,tutoring,center,747,24,495,537
155174,12/03/2017,skills,center,762,24,511,553
155190,24/07/2016,intake,NA,606,32,468,705
155190,14/08/2016,skills,center,610,32,488,709
155191,20/03/2018,intake,NA,547,47,470,549
155191,25/03/2018,skills,center,544,49,482,556
155191,09/04/2018,skills,center,573,51,516,570
155211,20/03/2016,intake,NA,644,45,441,615
155211,07/04/2016,tutoring,center,665,47,465,624
155218,06/12/2017,intake,NA,630,42,401,398
155218,19/12/2017,skills,center,632,43,411,408
155219,24/12/2017,intake,NA,670,53,615,509
155219,02/01/2018,skills,center,675,53,629,525
155229,22/01/2017,intake,NA,742,43,381,452
155229,18/02/2017,skills,center,751,44,395,467
155230,02/10/2016,intake,NA,696,56,669,592
155230,26/10/2016,skills,center,712,57,686,613
155231,17/04/2018,intake,NA,381,58,282,638
155231,10/05/2018,refresh,online,381,57,284,644
155236,13/12/2017,intake,NA,659,48,610,498
155236,07/01/2018,skills,center,672,49,635,506
155236,06/02/2018,skills,center,712,51,656,535
155236,12/03/2018,skills,center,714,50,655,540
155241,29/05/2017,intake,NA,635,77,719,670
155241,19/06/2017,refresh,online,633,76,720,675
155241,10/07/2017,refresh,center,635,77,737,685
155241,10/08/2017,skills,center,644,78,757,701
155264,16/10/2016,intake,NA,492,36,265,683
155264,31/10/2016,skills,center,499,37,274,687
155264,03/12/2016,skills,center,516,39,292,722
155264,26/12/2016,skills,center,516,39,297,720
155264,08/02/2017,tutoring,center,528,41,307,734
155269,01/07/2016,intake,NA,527,40,549,679
155269,27/07/2016,skills,center,543,41,564,700
155272,15/07/2018,intake,NA,521,42,308,545
155272,06/08/2018,skills,center,535,43,318,558
155272,24/09/2018,refresh,online,535,43,325,578
155281,08/08/2018,intake,NA,751,46,323,688
155281,11/08/2018,skills,center,768,49,330,717
155286,17/11/2017,intake,NA,650,51,385,575
155286,30/11/2017,tutoring,center,670,53,397,594
155287,03/04/2018,intake,NA,759,45,615,291
155287,29/04/2018,skills,center,794,47,633,303
155307,10/01/2018,intake,NA,560,49,566,272
155307,29/01/2018,skills,center,569,51,587,279
155307,14/02/2018,skills,center,584,53,618,295
155311,13/05/2018,intake,NA,618,60,522,393
155311,30/05/2018,refresh,center,627,60,528,404
155311,09/06/2018,tutoring,center,666,65,578,436
155314,11/06/2018,intake,NA,548,62,417,264
155314,03/07/2018,skills,center,567,64,438,277
155317,08/06/2017,intake,NA,535,63,431,397
155317,26/06/2017,skills,center,556,64,449,414
155317,27/08/2017,skills,center,567,66,474,427
155317,15/09/2017,refresh,center,579,67,474,427
155319,25/03/2018,intake,NA,430,63,642,572
155319,15/04/2018,skills,center,451,64,676,605
155319,18/05/2018,tutoring,online,474,68,746,640
155321,08/07/2018,intake,NA,598,47,287,617
155321,26/07/2018,refresh,online,605,48,297,631
155321,12/08/2018,refresh,online,615,49,302,648
155322,21/01/2018,intake,NA,777,42,479,603
155322,08/02/2018,skills,center,795,43,490,619
155330,01/02/2018,intake,NA,733,44,355,565
155330,18/02/2018,skills,center,753,45,372,584
155331,07/10/2017,intake,NA,541,21,709,425
155331,27/10/2017,tutoring,center,573,22,743,448
155332,03/09/2016,intake,NA,727,46,657,601
155332,22/09/2016,skills,center,733,48,678,612
155338,21/07/2018,intake,NA,664,67,679,443
155338,12/08/2018,refresh,online,665,68,687,452
155338,18/08/2018,tutoring,center,720,74,754,491
155352,01/04/2016,intake,NA,674,42,665,489
155352,27/04/2016,skills,center,691,43,688,505
155352,25/05/2016,refresh,center,692,43,703,499
155352,24/07/2016,tutoring,center,707,44,731,505
155352,15/09/2016,refresh,online,722,45,765,521
155362,15/09/2016,intake,NA,773,77,643,507
155362,09/10/2016,skills,center,790,78,669,518
155374,26/06/2017,intake,NA,573,43,569,457
155374,11/07/2017,skills,center,586,45,592,468
155392,10/11/2018,intake,NA,410,48,306,641
155392,24/11/2018,tutoring,online,431,51,321,677
155392,07/12/2018,skills,center,439,52,328,694
155392,14/01/2019,skills,center,449,55,344,721
155395,18/05/2016,intake,NA,666,47,685,635
155395,03/06/2016,skills,center,686,49,734,653
155395,01/07/2016,tutoring,center,712,53,764,678
155401,09/02/2017,intake,NA,729,41,422,276
155401,25/02/2017,skills,center,746,41,445,279
155401,18/04/2017,skills,center,759,43,469,296
155403,29/06/2016,intake,NA,527,47,272,436
155403,22/07/2016,tutoring,center,552,49,287,455
155404,09/05/2017,intake,NA,566,62,460,624
155404,31/05/2017,skills,center,573,63,477,642
155424,18/03/2018,intake,NA,580,37,365,619
155424,30/03/2018,skills,center,593,37,378,625
155424,02/05/2018,refresh,center,592,38,383,624
155425,01/07/2016,intake,NA,687,41,428,753
155425,11/07/2016,tutoring,center,717,42,442,778
155427,01/09/2018,intake,NA,569,72,483,694
155427,16/09/2018,skills,center,586,74,499,714
155427,21/10/2018,refresh,online,583,75,508,713
155431,31/07/2016,intake,NA,466,7,420,669
155431,12/08/2016,refresh,online,457,7,428,672
155434,27/10/2016,intake,NA,586,53,490,584
155434,06/11/2016,skills,center,587,54,504,598
155434,09/11/2016,skills,center,607,55,527,618
155434,22/11/2016,skills,center,604,55,528,630
155436,27/01/2018,intake,NA,592,9,601,548
155436,11/02/2018,tutoring,online,611,9,636,587
155438,17/07/2017,intake,NA,561,67,632,555
155438,08/08/2017,tutoring,center,574,69,674,575
155438,04/09/2017,skills,center,584,71,699,586
155438,10/11/2017,tutoring,center,596,72,732,605
155457,03/04/2018,intake,NA,720,53,401,394
155457,30/04/2018,refresh,online,738,54,411,409
155472,21/03/2018,intake,NA,703,74,310,686
155472,06/04/2018,skills,center,716,77,325,710
155472,15/05/2018,skills,center,737,80,346,749
155472,24/06/2018,skills,center,748,80,357,745
155475,05/10/2017,intake,NA,631,43,319,438
155475,29/10/2017,tutoring,center,646,45,336,457
155475,28/11/2017,refresh,center,632,44,334,460
155475,23/01/2018,skills,center,628,45,352,472
155482,16/11/2016,intake,NA,466,39,597,565
155482,28/11/2016,skills,center,476,40,603,589
155482,09/12/2016,tutoring,center,486,42,636,598
155483,15/09/2017,intake,NA,508,43,420,555
155483,01/10/2017,skills,center,512,44,439,565
155483,08/10/2017,tutoring,center,527,46,457,578
155483,29/11/2017,skills,center,549,48,484,605
155483,28/01/2018,skills,center,550,48,488,607
155486,28/11/2016,intake,NA,471,62,373,648
155486,10/12/2016,skills,center,480,64,397,676
155486,18/12/2016,skills,center,501,67,428,704
155486,25/12/2016,skills,center,505,68,435,716
155489,24/12/2016,intake,NA,477,60,523,319
155489,10/01/2017,tutoring,center,492,62,549,327
155489,21/02/2017,tutoring,center,504,64,571,338
155489,31/03/2017,refresh,center,498,65,583,339
155489,13/05/2017,tutoring,center,507,67,614,350
155492,21/04/2018,intake,NA,520,39,414,348
155492,12/05/2018,skills,center,533,40,429,361
155498,06/09/2017,intake,NA,638,54,331,586
155498,05/10/2017,refresh,online,637,54,337,582
155498,09/11/2017,tutoring,center,660,56,354,607
155504,04/04/2016,intake,NA,455,45,310,290
155504,27/04/2016,tutoring,center,465,47,332,301
155504,25/05/2016,tutoring,center,482,49,356,315
155504,10/08/2016,tutoring,center,499,51,375,331
155508,22/10/2016,intake,NA,484,55,646,599
155508,07/11/2016,refresh,online,478,56,643,608
155508,30/11/2016,tutoring,center,496,58,670,629
155508,23/01/2017,refresh,online,499,60,689,656
155525,08/06/2018,intake,NA,674,67,753,616
155525,25/06/2018,skills,center,681,68,782,638
155538,07/11/2016,intake,NA,503,73,656,419
155538,02/12/2016,skills,center,518,76,674,428
155538,29/12/2016,tutoring,center,537,79,710,442
155539,16/11/2016,intake,NA,539,29,462,615
155539,03/12/2016,skills,center,563,29,482,628
155539,17/12/2016,tutoring,center,578,30,503,644
155539,06/01/2017,refresh,online,594,31,523,666
155553,18/12/2017,intake,NA,538,57,337,681
155553,01/01/2018,tutoring,center,570,61,366,727
155560,27/09/2018,intake,NA,639,34,447,602
155560,25/10/2018,skills,center,643,35,457,611
155560,08/12/2018,skills,center,660,37,487,641
155564,03/09/2017,intake,NA,776,45,578,600
155564,22/09/2017,skills,center,781,46,605,616
155565,02/09/2018,intake,NA,598,60,188,593
155565,19/09/2018,tutoring,center,635,64,204,638
155565,05/10/2018,tutoring,center,672,69,223,679
155575,01/10/2016,intake,NA,592,34,410,542
155575,19/10/2016,skills,center,605,35,428,560
155575,06/12/2016,skills,center,622,37,454,574
155591,10/04/2016,intake,NA,535,40,738,702
155591,29/04/2016,skills,center,531,41,759,713
155591,31/05/2016,skills,center,551,42,797,730
155595,18/06/2016,intake,NA,678,61,535,705
155595,07/07/2016,skills,center,697,63,553,700
155596,05/03/2017,intake,NA,591,69,712,481
155596,29/03/2017,refresh,online,590,70,723,493
155599,27/08/2017,intake,NA,650,48,469,699
